Nombre;Codigo;descripcion;Stock;StockMinimo;PrecioUnitario;Observaciones;Rentabilidad;Iva;CostoInterno;CodigoProveedor;Deposito;CodigoBarra;Rubro;SubRubro;Tipo;PrecioAutomatico
PACK X 3 COLALESS REGULABLES ENCAJE NEGRO BLANCO Y PIEL;12NBP;PACK X 3 COLALESS REGULABLES ENCAJE NEGRO BLANCO Y PIEL;7;;994;;;21;430;;Maga;;Basica;Mariana K;;
PACK X 3 COLALESS REGULABLES ENCAJE NEGRO HUESO Y BLANCO;12NHB;PACK X 3 COLALESS REGULABLES ENCAJE NEGRO HUESO Y BLANCO;8;;994;;;21;430;;Maga;;Basica;Mariana K;;
PACK X 3 COLALESS REGULABLES ENCAJE NEGRO HUESO Y ROJO;12NHR;PACK X 3 COLALESS REGULABLES ENCAJE NEGRO HUESO Y ROJO;3;;994;;;21;430;;Maga;;Basica;Mariana K;;
PACK X 3 COLALESS REGULABLES ENCAJE ROJO HUESO Y PIEL;12RHP;PACK X 3 COLALESS REGULABLES ENCAJE ROJO HUESO Y PIEL;8;;994;;;21;430;;Maga;;Basica;Mariana K;;
PACK X 3 COLALESS REGULABLES ENCAJE ROSAS;12ROSA;PACK X 3 COLALESS REGULABLES ENCAJE ROSAS;8;;994;;;21;430;;Maga;;Basica;Mariana K;;
BOXER LISO DE ALGODÓN ZORBA TALLE S;130S;BOXER LISO DE ALGODÓN ZORBA TALLE S;72;;740;;;21;336;;Maga;;Boxers;Mutz;;
BOXER RAYADO DE ALGODÓN ZORBA TALLE XXL;131EXXL;BOXER RAYADO DE ALGODÓN ZORBA TALLE XXL;3;;790;;;21;328;;Maga;;Boxers;Mutz;;
BOXER RAYADO DE ALGODÓN ZORBA TALLE L;131L;BOXER RAYADO DE ALGODÓN ZORBA TALLE L;16;;740;;;21;304;;Maga;;Boxers;Mutz;;
BOXER RAYADO DE ALGODÓN ZORBA TALLE S;131S;BOXER RAYADO DE ALGODÓN ZORBA TALLE S;31;;740;;;21;304;;Maga;;Boxers;Mutz;;
CORPIÑO DE BRETELES CON PUNTILLA AZUL TALLE L ARETHA;1392AZL;CORPIÑO DE BRETELES CON PUNTILLA AZUL TALLE L ARETHA;3;;1989;;;21;1002,15;;Maga;;Basica;Aretha;;
CORPIÑO DE BRETELES CON PUNTILLA AZUL TALLE M ARETHA;1392AZM;CORPIÑO DE BRETELES CON PUNTILLA AZUL TALLE M ARETHA;8;;1989;;;21;1002,15;;Maga;;Basica;Aretha;;
CORPIÑO DE BRETELES CON PUNTILLA BLANCO TALLE L ARETHA;1392BLL;CORPIÑO DE BRETELES CON PUNTILLA BLANCO TALLE L ARETHA;9;;1989;;;21;1002,15;;Maga;;Basica;Aretha;;
CORPIÑO DE BRETELES CON PUNTILLA BLANCO TALLE M ARETHA;1392BLM;CORPIÑO DE BRETELES CON PUNTILLA BLANCO TALLE M ARETHA;6;;1989;;;21;1002,15;;Maga;;Basica;Aretha;;
CORPIÑO DE BRETELES CON PUNTILLA BLANCO TALLE S ARETHA;1392BLS;CORPIÑO DE BRETELES CON PUNTILLA BLANCO TALLE S ARETHA;4;;1989;;;21;1002,15;;Maga;;Basica;Aretha;;
CORPIÑO DE BRETELES CON PUNTILLA BLANCO TALLE XL ARETHA;1392BLXL;CORPIÑO DE BRETELES CON PUNTILLA BLANCO TALLE XL ARETHA;5;;1989;;;21;1002,15;;Maga;;Basica;Aretha;;
CORPIÑO DE BRETELES CON PUNTILLA CIRUELA TALLE S ARETHA;1392CIS;CORPIÑO DE BRETELES CON PUNTILLA CIRUELA TALLE S ARETHA;4;;1989;;;21;1002,15;;Maga;;Basica;Aretha;;
CORPIÑO DE BRETELES CON PUNTILLA NEGRO TALLE L ARETHA;1392NEL;CORPIÑO DE BRETELES CON PUNTILLA NEGRO TALLE L ARETHA;4;;1989;;;21;1002,15;;Maga;;Basica;Aretha;;
CORPIÑO DE BRETELES CON PUNTILLA NEGRO TALLE S ARETHA;1392NES;CORPIÑO DE BRETELES CON PUNTILLA NEGRO TALLE S ARETHA;5;;1989;;;21;1002,15;;Maga;;Basica;Aretha;;
CORPIÑO DE BRETELES CON PUNTILLA NOUGAT TALLE M ARETHA;1392NOM;CORPIÑO DE BRETELES CON PUNTILLA NOUGAT TALLE M ARETHA;4;;1989;;;21;1002,15;;Maga;;Basica;Aretha;;
CORPIÑO DE BRETELES CON PUNTILLA NOUGAT TALLE S ARETHA;1392NOS;CORPIÑO DE BRETELES CON PUNTILLA NOUGAT TALLE S ARETHA;4;;1989;;;21;1002,15;;Maga;;Basica;Aretha;;
COLALESS ARETHA AZUL TALLE M;1393AZM;COLALESS ARETHA AZUL TALLE M;3;;1370;;;21;662,15;;Maga;;Basica;Aretha;;
COLALESS ARETHA AZUL TALLE S;1393AZS;COLALESS ARETHA AZUL TALLE S;4;;1370;;;21;662,15;;Maga;;Basica;Aretha;;
COLALESS ARETHA BLANCO TALLE L;1393BLL;COLALESS ARETHA BLANCO TALLE L;4;;1370;;;21;662,15;;Maga;;Basica;Aretha;;
COLALESS ARETHA BLANCO TALLE M;1393BLM;COLALESS ARETHA BLANCO TALLE M;4;;1370;;;21;662,15;;Maga;;Basica;Aretha;;
COLALESS ARETHA CIRUELA TALLE L;1393CIL;COLALESS ARETHA CIRUELA TALLE L;3;;1370;;;21;662,15;;Maga;;Basica;Aretha;;
COLALESS ARETHA CIRUELA TALLE S;1393CIS;COLALESS ARETHA CIRUELA TALLE S;2;;1370;;;21;662,15;;Maga;;Basica;Aretha;;
COLALESS ARETHA NEGRO TALLE L;1393NEL;COLALESS ARETHA NEGRO TALLE L;3;;1370;;;21;662,15;;Maga;;Basica;Aretha;;
COLALESS ARETHA NEGRO TALLE M;1393NEM;COLALESS ARETHA NEGRO TALLE M;4;;1370;;;21;662,15;;Maga;;Basica;Aretha;;
COLALESS ARETHA NEGRO TALLE S;1393NES;COLALESS ARETHA NEGRO TALLE S;4;;1370;;;21;662,15;;Maga;;Basica;Aretha;;
COLALESS ARETHA NOUGAT TALLE M;1393NOM;COLALESS ARETHA NOUGAT TALLE M;3;;1370;;;21;662,15;;Maga;;Basica;Aretha;;
COLALESS ARETHA NOUGAT TALLE S;1393NOS;COLALESS ARETHA NOUGAT TALLE S;4;;1370;;;21;662,15;;Maga;;Basica;Aretha;;
BOXER DE ALGODÓN CON RAYAS ZORBA TALLE S;140S;BOXER DE ALGODÓN CON RAYAS ZORBA TALLE S;23;;750;;;21;352;;Maga;;Boxers;Mutz;;
PAR DE MEDIAS DE HOMBRE FLOYD ROMBOS CON TOALLA;1411;PAR DE MEDIAS DE HOMBRE FLOYD ROMBOS CON TOALLA;48;;745;;;21;376;;Maga;;Medias;Floyd;;
BOXER DE MICROFIBRA JASPEADO ZORBA TALLE S;141S;BOXER DE MICROFIBRA JASPEADO ZORBA TALLE S;18;;780;;;21;344;;Maga;;Boxers;Mutz;;
POLERA INFANTIL ALGODÒN TALLE 10;15710;POLERA INFANTIL ALGODÒN TALLE 10;11;;1385;;;21;580;;Maga;;Basica;Cherry;;
POLERA INFANTIL ALGODÒN TALLE 12;15712;POLERA INFANTIL ALGODÒN TALLE 12;11;;1385;;;21;580;;Maga;;Basica;Cherry;;
POLERA INFANTIL ALGODÒN TALLE 18;15718;POLERA INFANTIL ALGODÒN TALLE 18;11;;1385;;;21;580;;Maga;;Basica;Cherry;;
SUECO DE GOMA SEAWALK HEROE TALLE 23-24;165T2324;SUECO DE GOMA SEAWALK HEROE TALLE 23-24;2;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
CAMISETA MUSCULOSA DE MORLEY EYELIT BLANCA TALLE 40;166B40;CAMISETA MUSCULOSA DE MORLEY EYELIT BLANCA TALLE 40;5;;2580;;;21;1278,23;;Maga;;Remeras y Camisetas;EYELIT;;
CAMISETA MUSCULOSA DE MORLEY EYELIT BLANCA TALLE 42;166B42;CAMISETA MUSCULOSA DE MORLEY EYELIT BLANCA TALLE 42;4;;2580;;;21;1278,23;;Maga;;Remeras y Camisetas;EYELIT;;
CAMISETA MUSCULOSA DE MORLEY EYELIT BLANCA TALLE 44;166B44;CAMISETA MUSCULOSA DE MORLEY EYELIT BLANCA TALLE 44;2;;2580;;;21;1278,23;;Maga;;Remeras y Camisetas;EYELIT;;
CAMISETA MUSCULOSA DE MORLEY EYELIT BLANCA TALLE 46;166B46;CAMISETA MUSCULOSA DE MORLEY EYELIT BLANCA TALLE 46;4;;2580;;;21;1278,23;;Maga;;Remeras y Camisetas;EYELIT;;
CAMISETA MUSCULOSA DE MORLEY EYELIT BLANCA TALLE 48;166B48;CAMISETA MUSCULOSA DE MORLEY EYELIT BLANCA TALLE 48;2;;2580;;;21;1278,23;;Maga;;Remeras y Camisetas;EYELIT;;
CAMISETA MUSCULOSA DE MORLEY EYELIT GRIS TALLE 46;166G46;CAMISETA MUSCULOSA DE MORLEY EYELIT GRIS TALLE 46;3;;2580;;;21;1278,23;;Maga;;Remeras y Camisetas;EYELIT;;
SUECO DE GOMA SEAWALK SPIDER TALLE 31-32;166T3132;SUECO DE GOMA SEAWALK SPIDER TALLE 31-32;2;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK SPIDER TALLE 33-34;166T3334;SUECO DE GOMA SEAWALK SPIDER TALLE 33-34;2;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK UNICORNIO TALLE 33-34;173T3334;SUECO DE GOMA SEAWALK UNICORNIO TALLE 33-34;2;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK PIX TALLE 19-20;180T1920;SUECO DE GOMA SEAWALK PIX TALLE 19-20;2;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK PIX TALLE 23-24;180T2324;SUECO DE GOMA SEAWALK PIX TALLE 23-24;6;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
TOALLÓN INFANTIL CON CAPUCHA BUHO;1922B;TOALLÓN INFANTIL CON CAPUCHA BUHO;2;;3495;;;21;1642,82;;Maga;;Toallas;Amarelo;;
TOALLÓN INFANTIL CON CAPUCHA CONEJO;1922C;TOALLÓN INFANTIL CON CAPUCHA CONEJO;4;;3495;;;21;1642,82;;Maga;;Toallas;Amarelo;;
TOALLÓN INFANTIL CON CAPUCHA ELEFANTE;1922E;TOALLÓN INFANTIL CON CAPUCHA ELEFANTE;3;;3495;;;21;1642,82;;Maga;;Toallas;Amarelo;;
TOALLÓN INFANTIL CON CAPUCHA HIPOPOTAMO;1922H;TOALLÓN INFANTIL CON CAPUCHA HIPOPOTAMO;2;;3495;;;21;1642,82;;Maga;;Toallas;Amarelo;;
TOALLÓN INFANTIL CON CAPUCHA JIRAFA BLANCO;1922JBL;TOALLÓN INFANTIL CON CAPUCHA JIRAFA BLANCO;3;;3495;;;21;1642,82;;Maga;;Toallas;Amarelo;;
TOALLÓN INFANTIL CON CAPUCHA UNICORNIO 1;1922U1;TOALLÓN INFANTIL CON CAPUCHA UNICORNIO 1;4;;3495;;;21;1642,82;;Maga;;Toallas;Amarelo;;
TOALLÓN INFANTIL CON CAPUCHA UNICORNIO 2;1922U2;TOALLÓN INFANTIL CON CAPUCHA UNICORNIO 2;3;;3495;;;21;1642,82;;Maga;;Toallas;Amarelo;;
TOALLÓN INFANTIL CON CAPUCHA ZORRO 1;1922Z1;TOALLÓN INFANTIL CON CAPUCHA ZORRO 1;3;;3495;;;21;1642,82;;Maga;;Toallas;Amarelo;;
TOALLÓN INFANTIL CON CAPUCHA ZORRO 2;1922Z2;TOALLÓN INFANTIL CON CAPUCHA ZORRO 2;4;;3495;;;21;1642,82;;Maga;;Toallas;Amarelo;;
SOQUETES DE RED NEGROS NIBEL;193N;SOQUETES DE RED NEGROS NIBEL;5;;679;;;21;304,003;;Maga;;Basica;Nibel;;
CONJUNTO JUVENIL CORPIÑO Y VEDETINA ESTAMPADO T10;19510;CONJUNTO JUVENIL CORPIÑO Y VEDETINA ESTAMPADO T10;4;;1089;;;21;505,92;;Maga;;Basica;Cherry;;
CONJUNTO JUVENIL CORPIÑO Y VEDETINA ESTAMPADO T12;19512;CONJUNTO JUVENIL CORPIÑO Y VEDETINA ESTAMPADO T12;9;;1089;;;21;505,92;;Maga;;Basica;Cherry;;
CONJUNTO JUVENIL CORPIÑO Y VEDETINA ESTAMPADO T14;19514;CONJUNTO JUVENIL CORPIÑO Y VEDETINA ESTAMPADO T14;5;;1089;;;21;505,92;;Maga;;Basica;Cherry;;
CONJUNTO JUVENIL CORPIÑO Y MINISHORT ESTAMPADO T10;19610;CONJUNTO JUVENIL CORPIÑO Y MINISHORT ESTAMPADO T10;10;;1089;;;21;505,92;;Maga;;Basica;Cherry;;
CONJUNTO JUVENIL CORPIÑO Y VEDETINA BLANCO T10;19710;CONJUNTO JUVENIL CORPIÑO Y VEDETINA BLANCO T10;4;;1089;;;21;451,98;;Maga;;Basica;Cherry;;
CONJUNTO JUVENIL CORPIÑO Y VEDETINA BLANCO T12;19712;CONJUNTO JUVENIL CORPIÑO Y VEDETINA BLANCO T12;4;;1089;;;21;451,98;;Maga;;Basica;Cherry;;
CONJUNTO JUVENIL CORPIÑO Y MINISHORT BLANCO T10;19810;CONJUNTO JUVENIL CORPIÑO Y MINISHORT BLANCO T10;8;;1089;;;21;451,98;;Maga;;Basica;Cherry;;
CONJUNTO JUVENIL CORPIÑO Y MINISHORT BLANCO T12;19812;CONJUNTO JUVENIL CORPIÑO Y MINISHORT BLANCO T12;4;;1089;;;21;451,98;;Maga;;Basica;Cherry;;
CONJUNTO JUVENIL CORPIÑO Y MINISHORT BLANCO T14;19814;CONJUNTO JUVENIL CORPIÑO Y MINISHORT BLANCO T14;5;;1089;;;21;451,98;;Maga;;Basica;Cherry;;
BOXER MARADONA DE ADULTO LISO TALLE L;1986L;BOXER MARADONA DE ADULTO LISO TALLE L;8;;885;;;21;386,78;;Maga;;Boxers;Barak;;
BOXER MARADONA DE ADULTO LISO TALLE M;1986M;BOXER MARADONA DE ADULTO LISO TALLE M;18;;885;;;21;386,78;;Maga;;Boxers;Barak;;
BOXER MARADONA DE ADULTO LISO TALLE S;1986S;BOXER MARADONA DE ADULTO LISO TALLE S;15;;885;;;21;386,78;;Maga;;Boxers;Barak;;
BOXER MARADONA DE ADULTO LISO TALLE XL;1986XL;BOXER MARADONA DE ADULTO LISO TALLE XL;9;;885;;;21;386,78;;Maga;;Boxers;Barak;;
BOXER MARADONA DE ADULTO LISO TALLE XXL;1986XXL;BOXER MARADONA DE ADULTO LISO TALLE XXL;18;;885;;;21;409,92;;Maga;;Boxers;Barak;;
BIKINI NUDO CREMA TALLE 100;1C100;BIKINI NUDO CREMA TALLE 100;3;;2299;;;21;991,74;;Maga;;Mallas;;;
BIKINI NUDO CREMA TALLE 85;1C85;BIKINI NUDO CREMA TALLE 85;3;;2299;;;21;991,74;;Maga;;Mallas;;;
BIKINI NUDO CREMA TALLE 90;1C90;BIKINI NUDO CREMA TALLE 90;2;;2299;;;21;991,74;;Maga;;Mallas;;;
BIKINI NUDO CREMA TALLE 95;1C95;BIKINI NUDO CREMA TALLE 95;3;;2299;;;21;991,74;;Maga;;Mallas;;;
BIKINI NUDO NEGRO TALLE 85;1N85;BIKINI NUDO NEGRO TALLE 85;2;;2299;;;21;991,74;;Maga;;Mallas;;;
BIKINI NUDO PIELTALLE 100;1P100;BIKINI NUDO PIELTALLE 100;2;;2299;;;21;991,74;;Maga;;Mallas;;;
BIKINI NUDO PIELTALLE 85;1P85;BIKINI NUDO PIELTALLE 85;2;;2299;;;21;991,74;;Maga;;Mallas;;;
PAR DE MEDIA DEPORTIVA ALGODÓN RHYTON;2000;PAR DE MEDIA DEPORTIVA ALGODÓN RHYTON;24;;575;;;21;265,84;;Maga;;Medias;Rhyton;;
3 PARES DE MEDIAS DEPORTIVAS CREW CON TOALLA HOMBRE DUFOUR;2001.3;3 PARES DE MEDIAS DEPORTIVAS CREW CON TOALLA HOMBRE DUFOUR;45;;1275;;;21;597,3;;Maga;;Medias;Dufour;;
SUECO DE GOMA SEAWALK CORAL TALLE 35-36;200CORALT3536;SUECO DE GOMA SEAWALK CORAL TALLE 35-36;2;;3189;;;21;1659,65;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK CORAL TALLE 37-38;200CORALT3738;SUECO DE GOMA SEAWALK CORAL TALLE 37-38;4;;3189;;;21;1659,65;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK CORAL TALLE 39-40;200CORALT3940;SUECO DE GOMA SEAWALK CORAL TALLE 39-40;6;;3189;;;21;1659,65;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK NAVY TALLE 39-40;200NAVYT3940;SUECO DE GOMA SEAWALK NAVY TALLE 39-40;10;;3189;;;21;1659,65;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK NEGRO TALLE 35-36;200NEGROT3536;SUECO DE GOMA SEAWALK NEGRO TALLE 35-36;10;;3189;;;21;1659,65;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK VERDE TALLE 35-36;200VERDET3536;SUECO DE GOMA SEAWALK VERDE TALLE 35-36;3;;3189;;;21;1659,65;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK VERDE TALLE 37-38;200VERDET3738;SUECO DE GOMA SEAWALK VERDE TALLE 37-38;5;;3189;;;21;1659,65;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK VERDE TALLE 39-40;200VERDET3940;SUECO DE GOMA SEAWALK VERDE TALLE 39-40;5;;3189;;;21;1659,65;;Maga;;Calzado;Seawalk;;
BOXER BARAK DE ADOLESCENTE LISO TALLE 12;20112;BOXER BARAK DE ADOLESCENTE LISO TALLE 12;21;;775;;;21;332,23;;Maga;;Boxers;Barak;;
BOXER BARAK DE ADOLESCENTE LISO TALLE 14;20114;BOXER BARAK DE ADOLESCENTE LISO TALLE 14;24;;775;;;21;332,23;;Maga;;Boxers;Barak;;
BOXER BARAK DE ADOLESCENTE LISO TALLE 16;20116;BOXER BARAK DE ADOLESCENTE LISO TALLE 16;27;;775;;;21;332,23;;Maga;;Boxers;Barak;;
3 PARES DE MEDIAS CORTA CON TOALLA DUFOUR CON LOGO SURTIDAS;2015.3;3 PARES DE MEDIAS CORTA CON TOALLA DUFOUR CON LOGO SURTIDAS;22;;1084;;;21;482,78;;Maga;;Medias;Dufour;;
PIJAMA DE NENA MINNIE COCOT TALLE 2;203252;PIJAMA DE NENA MINNIE COCOT TALLE 2;4;;3595;;;21;1888,84;;Maga;;Pijamas;Cocot;;
PIJAMA DE NENA MINNIE COCOT TALLE 6;203256;PIJAMA DE NENA MINNIE COCOT TALLE 6;3;;3595;;;21;1888,84;;Maga;;Pijamas;Cocot;;
PIJAMA DE NENA MINNIE COCOT TALLE 8;203258;PIJAMA DE NENA MINNIE COCOT TALLE 8;2;;3595;;;21;1888,84;;Maga;;Pijamas;Cocot;;
PIJAMA DE NENA MICKEY AND FRIENDS COCOT TALLE 6;203266;PIJAMA DE NENA MICKEY AND FRIENDS COCOT TALLE 6;4;;3595;;;21;1888,84;;Maga;;Pijamas;Cocot;;
PIJAMA DE NENA MICKEY AND FRIENDS COCOT TALLE 8;203268;PIJAMA DE NENA MICKEY AND FRIENDS COCOT TALLE 8;3;;3595;;;21;1888,84;;Maga;;Pijamas;Cocot;;
3 PARES DE MEDIAS DEPORTIVAS CORTAS DUFOUR CON LOGO Y PUÑO COLOR;2039.3;3 PARES DE MEDIAS DEPORTIVAS CORTAS DUFOUR CON LOGO Y PUÑO COLOR;9;;1135;;;21;518,71;;Maga;;Medias;Dufour;;
PIJAMA DE NENE REY LEÓN DUFOUR TALLE 10;2050110;PIJAMA DE NENE REY LEÓN DUFOUR TALLE 10;5;;3095;;;21;1624,4;;Maga;;Pijamas;Dufour;;
PIJAMA DE NENE REY LEÓN DUFOUR TALLE 4;205014;PIJAMA DE NENE REY LEÓN DUFOUR TALLE 4;3;;3095;;;21;1624,4;;Maga;;Pijamas;Dufour;;
PIJAMA DE NENE REY LEÓN DUFOUR TALLE 6;205016;PIJAMA DE NENE REY LEÓN DUFOUR TALLE 6;3;;3095;;;21;1624,4;;Maga;;Pijamas;Dufour;;
PIJAMA DE NENE REY LEÓN DUFOUR TALLE 8;205018;PIJAMA DE NENE REY LEÓN DUFOUR TALLE 8;4;;3095;;;21;1624,4;;Maga;;Pijamas;Dufour;;
CORPIÑO DEPORTIVO MERCURY BLANCO TALLE 1;211B1;CORPIÑO DEPORTIVO MERCURY BLANCO TALLE 1;6;;1980;;;21;960;;Maga;;Basica;Mutz;;
CAMISETA MATERNAL BEIGE TALLE 1;211BE1;CAMISETA MATERNAL BEIGE TALLE 1;15;;1394;;;21;584;;Maga;;Remeras y Camisetas;Mariana K;;
CAMISETA MATERNAL BEIGE TALLE 2;211BE2;CAMISETA MATERNAL BEIGE TALLE 2;2;;1394;;;21;584;;Maga;;Remeras y Camisetas;Mariana K;;
CAMISETA MATERNAL BEIGE TALLE 3;211BE3;CAMISETA MATERNAL BEIGE TALLE 3;6;;1394;;;21;600;;Maga;;Remeras y Camisetas;Mariana K;;
CAMISETA MATERNAL BLANCA TALLE 4;211BL4;CAMISETA MATERNAL BLANCA TALLE 4;9;;1394;;;21;600;;Maga;;Remeras y Camisetas;Mariana K;;
CAMISETA MATERNAL BLANCA TALLE 5;211BL5;CAMISETA MATERNAL BLANCA TALLE 5;6;;1394;;;21;624;;Maga;;Remeras y Camisetas;Mariana K;;
CAMISETA MATERNAL BLANCA TALLE 6;211BL6;CAMISETA MATERNAL BLANCA TALLE 6;4;;1394;;;21;624;;Maga;;Remeras y Camisetas;Mariana K;;
CORPIÑO DEPORTIVO MERCURY NEGRO TALLE 1;211N1;CORPIÑO DEPORTIVO MERCURY NEGRO TALLE 1;4;;1980;;;21;960;;Maga;;Basica;Mutz;;
CORPIÑO DEPORTIVO MERCURY PIEL TALLE 1;211P1;CORPIÑO DEPORTIVO MERCURY PIEL TALLE 1;4;;1980;;;21;960;;Maga;;Basica;Mutz;;
CORPIÑO DEPORTIVO MERCURY PIEL TALLE 2;211P2;CORPIÑO DEPORTIVO MERCURY PIEL TALLE 2;3;;1980;;;21;960;;Maga;;Basica;Mutz;;
BOXER BARAK DE ADOLESCENTE RAYADO TALLE 12;22012;BOXER BARAK DE ADOLESCENTE RAYADO TALLE 12;9;;775;;;21;342,15;;Maga;;Boxers;Barak;;
BOXER BARAK DE ADOLESCENTE RAYADO TALLE 16;22016;BOXER BARAK DE ADOLESCENTE RAYADO TALLE 16;39;;775;;;21;342,15;;Maga;;Boxers;Barak;;
CAMISETA MANGA CORTA DE MORLEY BEIGE TALLE 1;221BE1;CAMISETA MANGA CORTA DE MORLEY BEIGE TALLE 1;3;;1445;;;21;584;;Maga;;Remeras y Camisetas;Mariana K;;
CAMISETA MANGA CORTA DE MORLEY BEIGE TALLE 2;221BE2;CAMISETA MANGA CORTA DE MORLEY BEIGE TALLE 2;10;;1445;;;21;584;;Maga;;Remeras y Camisetas;Mariana K;;
CAMISETA MANGA CORTA DE MORLEY BEIGE TALLE 4;221BE4;CAMISETA MANGA CORTA DE MORLEY BEIGE TALLE 4;10;;1445;;;21;656;;Maga;;Remeras y Camisetas;Mariana K;;
CAMISETA MANGA CORTA DE MORLEY BEIGE TALLE 5;221BE5;CAMISETA MANGA CORTA DE MORLEY BEIGE TALLE 5;6;;1445;;;21;680;;Maga;;Remeras y Camisetas;Mariana K;;
CAMISETA MANGA CORTA DE MORLEY BLANCA TALLE 1;221BL1;CAMISETA MANGA CORTA DE MORLEY BLANCA TALLE 1;4;;1445;;;21;584;;Maga;;Remeras y Camisetas;Mariana K;;
CAMISETA MANGA CORTA DE MORLEY BLANCA TALLE 3;221BL3;CAMISETA MANGA CORTA DE MORLEY BLANCA TALLE 3;8;;1445;;;21;656;;Maga;;Remeras y Camisetas;Mariana K;;
CAMISETA MANGA CORTA DE MORLEY BLANCA TALLE 4;221BL4;CAMISETA MANGA CORTA DE MORLEY BLANCA TALLE 4;4;;1445;;;21;656;;Maga;;Remeras y Camisetas;Mariana K;;
CAMISETA MANGA CORTA DE MORLEY BLANCO TALLE 6;221BL6;CAMISETA MANGA CORTA DE MORLEY BLANCO TALLE 6;7;;1445;;;21;680;;Maga;;Remeras y Camisetas;Mariana K;;
PAR DE PLANTINES ANTIDESLIZANTES DE NENE DUFOUR TALLE 2;22882;PAR DE PLANTINES ANTIDESLIZANTES DE NENE DUFOUR TALLE 2;21;;575;;;21;238,02;;Maga;;Medias;Dufour;;
PAR DE PLANTINES ANTIDESLIZANTES DE NENE DUFOUR TALLE 3;22883;PAR DE PLANTINES ANTIDESLIZANTES DE NENE DUFOUR TALLE 3;12;;575;;;21;238,02;;Maga;;Medias;Dufour;;
PAR DE PLANTINES ANTIDESLIZANTES DE NENE DUFOUR TALLE 4;22884;PAR DE PLANTINES ANTIDESLIZANTES DE NENE DUFOUR TALLE 4;18;;575;;;21;238,02;;Maga;;Medias;Dufour;;
MEDIAS CORTAS DE NENE 3D DUFOUR TALLE 2;22942;MEDIAS CORTAS DE NENE 3D DUFOUR TALLE 2;30;;385;;;21;120;;Maga;;Medias;Dufour;;
MEDIAS INVISIBLES DUFOUR;2331;MEDIAS INVISIBLES DUFOUR;44;;335;;;21;155,68;;Maga;;Medias;Dufour;;
3 PARES DE MEDIAS DEPORTIVAS HOMBRE SIN TOALLA DUFOUR;2350.3;3 PARES DE MEDIAS DEPORTIVAS HOMBRE SIN TOALLA DUFOUR;30;;884;;;21;379,49;;Maga;;Medias;Dufour;;
3 PARES DE MEDIAS 3/4 HOMBRE CON TOALLA LOGOS DUFOUR;2356.3;3 PARES DE MEDIAS 3/4 HOMBRE CON TOALLA LOGOS DUFOUR;12;;1535;;;21;745,51;;Maga;;Medias;Dufour;;
PAR DE INVISIBLES ALTA ESTAMPADA DE DAMA ELEMENTO;23E;PAR DE INVISIBLES ALTA ESTAMPADA DE DAMA ELEMENTO;51;;410;;;21;186,95;;Maga;;Medias;Elemento;;
PAR DE MEDIAS HOMBRE TRES CUARTOS ELEGANCE DUFOUR;2578;PAR DE MEDIAS HOMBRE TRES CUARTOS ELEGANCE DUFOUR;60;;784;;;21;390,71;;Maga;;Medias;Dufour;;
SOQUETES CON DOBLE PUÑO COACOA NIÑA TALLE 0;26000A;SOQUETES CON DOBLE PUÑO COACOA NIÑA TALLE 0;24;;130;;;21;66,83;;Maga;;Medias;Coacoa Intermezzo;;
SOQUETES CON DOBLE PUÑO COACOA NIÑO TALLE 0;26000E;SOQUETES CON DOBLE PUÑO COACOA NIÑO TALLE 0;33;;130;;;21;66,83;;Maga;;Medias;Coacoa Intermezzo;;
SUECO DE GOMA SEAWALK AZUL CON BANDA TALLE 27-28;280AZULT2728;SUECO DE GOMA SEAWALK AZUL CON BANDA TALLE 27-28;4;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK AZUL CON BANDA TALLE 29-30;280AZULT2930;SUECO DE GOMA SEAWALK AZUL CON BANDA TALLE 29-30;3;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK AZUL CON BANDA TALLE 31-32;280AZULT3132;SUECO DE GOMA SEAWALK AZUL CON BANDA TALLE 31-32;3;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK AZUL CON BANDA TALLE 33-34;280AZULT3334;SUECO DE GOMA SEAWALK AZUL CON BANDA TALLE 33-34;4;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
